property_type,prices,prop_description,locations,beds_num,baths_num,area
Apartment,"11,500,000 EGP",131M apartment in New Zayed Dejoya installment,"DeJoya Residence, New Zayed City, Sheikh Zayed City, Giza",3,2, 131 sqm
Townhouse,"23,210,000 EGP",For Sale Unit  Over 10 Yrs Nearest Delivery 5% DP,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2, 250 sqm
Duplex,"39,779,070 EGP",Duplex 240 m  in 205 Canal Walk – 5% DP,"205, 26th of July Corridor, Sheikh Zayed City, Giza",3,2, 240 sqm
Villa,"29,000,000 EGP","Corner Townhouse , High Ceiling , Landscape ,5% DP","Crescent Walk, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,6, 270 sqm
Penthouse,"13,526,000 EGP",Penthouse in Icon Residence with special price,"The Icon Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3, 262 sqm
Apartment,"6,800,000 EGP",165m Fully Finished Apartment Mountain View iCity,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3, 165 sqm
Chalet,"9,342,010 EGP",Unit For Sale Sea View Fully Finished Over 8 Years,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea",3,3, 145 sqm
Apartment,"9,700,000 EGP",Apartment for sale at ZED compound Sheikh Zayed ,"Village Views, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2,2, 135 sqm
Chalet,"13,500,000 EGP",Prime chalet +garden for sale in Azha El Sokhna,"Azha, Al Ain Al Sokhna, Suez",3,2, 151 sqm
Apartment,"2,470,000 EGP",Apartment For Invest in New Capital Over 10 Years,"La Verde Casette, New Capital Compounds, New Capital City, Cairo",1,1, 64 sqm
Apartment,"5,500,000 EGP",facing north apartment for sale in mostakbal city,"S1, Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2, 144 sqm
Apartment,"5,800,000 EGP",Apartment With Lowest Down Payment Installment 10Y,"The Crest, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2, 115 sqm
Apartment,"12,000,000 EGP",Apt for sale below the market price in Creek Town,"Creek Town, The 1st Settlement, New Cairo City, Cairo",3,3, 150 sqm
Apartment,"6,100,000 EGP",Finished Apartment Panoramic Open Views over 12Y ,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",1,2, 78 sqm
Apartment,"9,000,000 EGP", Exclusive Apartment with Double Open View in Bady,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",2,3, 130 sqm
Apartment,"2,600,000 EGP",شقه للبيع في مدينتي74مb12استلام فوري باقل سعر,"Madinaty, Cairo",2,1, 74 sqm
Apartment,"9,150,000 EGP",Modern Apartment Surrounded by Greenery Over 12 Y ,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",2,3, 133 sqm
Apartment,"3,550,000 EGP",Studio with garden for sale in Taj City -Lake Park,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo", studio,1, 64 sqm
Villa,"34,000,000 EGP","Twin house , High Ceiling , Vast Landscape , 5% DP","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,6, 320 sqm
Apartment,"17,000,000 EGP",Ready to Move Finished with ACs Resale Hot Price,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3,3, 186 sqm
Apartment,"2,500,000 EGP",111 sqm Resale Apartment Pool View – Lavida,"La Vida, 6th District, New Heliopolis, Cairo",2,2, 111 sqm
Apartment,"10,157,888 EGP",Spacious Apartment with Open Views over 12 years ,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",3,4, 159 sqm
Apartment,"4,850,000 EGP",Apartment for Sale in Third Settlement - New Narge,"El Narges Buildings, Al Narges, New Cairo City, Cairo",3,2, 165 sqm
Twin House,"18,000,000 EGP",lowest price Twin House for Sale in la Vista City,"La Vista City, New Capital Compounds, New Capital City, Cairo",4,4, 280 sqm
Apartment,"5,000,000 EGP",opportunity Apartment delivered for sale Hap Town,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,4, 168 sqm
Apartment,"5,900,000 EGP",Apartment delivered for sale in Hap town park view,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,4, 195 sqm
Townhouse,"16,500,000 EGP",Town house Modern Corner for sale in la vista city,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",4,4, 255 sqm
Apartment,"2,470,000 EGP",Apartment For Invest in New Capital Over 10 Years,"La Verde Casette, New Capital Compounds, New Capital City, Cairo",1,1, 64 sqm
Apartment,"5,500,000 EGP",facing north apartment for sale in mostakbal city,"S1, Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2, 144 sqm
Apartment,"5,800,000 EGP",Apartment With Lowest Down Payment Installment 10Y,"The Crest, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2, 115 sqm
Apartment,"12,000,000 EGP",Apt for sale below the market price in Creek Town,"Creek Town, The 1st Settlement, New Cairo City, Cairo",3,3, 150 sqm
Apartment,"6,100,000 EGP",Finished Apartment Panoramic Open Views over 12Y ,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",1,2, 78 sqm
Apartment,"9,000,000 EGP", Exclusive Apartment with Double Open View in Bady,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",2,3, 130 sqm
Apartment,"2,600,000 EGP",شقه للبيع في مدينتي74مb12استلام فوري باقل سعر,"Madinaty, Cairo",2,1, 74 sqm
Apartment,"9,150,000 EGP",Modern Apartment Surrounded by Greenery Over 12 Y ,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",2,3, 133 sqm
Apartment,"3,550,000 EGP",Studio with garden for sale in Taj City -Lake Park,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo", studio,1, 64 sqm
Villa,"34,000,000 EGP","Twin house , High Ceiling , Vast Landscape , 5% DP","Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,6, 320 sqm
Apartment,"17,000,000 EGP",Ready to Move Finished with ACs Resale Hot Price,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3,3, 186 sqm
Apartment,"2,500,000 EGP",111 sqm Resale Apartment Pool View – Lavida,"La Vida, 6th District, New Heliopolis, Cairo",2,2, 111 sqm
Apartment,"10,157,888 EGP",Spacious Apartment with Open Views over 12 years ,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",3,4, 159 sqm
Apartment,"4,850,000 EGP",Apartment for Sale in Third Settlement - New Narge,"El Narges Buildings, Al Narges, New Cairo City, Cairo",3,2, 165 sqm
Twin House,"18,000,000 EGP",lowest price Twin House for Sale in la Vista City,"La Vista City, New Capital Compounds, New Capital City, Cairo",4,4, 280 sqm
Apartment,"5,000,000 EGP",opportunity Apartment delivered for sale Hap Town,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,4, 168 sqm
Apartment,"5,900,000 EGP",Apartment delivered for sale in Hap town park view,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,4, 195 sqm
Townhouse,"16,500,000 EGP",Town house Modern Corner for sale in la vista city,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",4,4, 255 sqm
Apartment,"12,500,000 EGP",Lowest price Apartment for sale the waterway view,"The Waterway View, 90 Street, The 5th Settlement, New Cairo City, Cairo",3,3, 198 sqm
Apartment,"6,757,000 EGP",RESALE APT + Garden Finished+ACs Delivery 6 Months,"The Waterway View, 90 Street, The 5th Settlement, New Cairo City, Cairo",2,2, 132 sqm
Penthouse,"9,500,000 EGP",Penthouse 192M for sale at patio oro ready to move,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3, 192 sqm
Villa,"52,500,000 EGP",Luxary Villa for sale in Uptown Cairo -Finished,"Celesta Hills, Uptown Cairo, Mokattam, Cairo",4,5, 472 sqm
Apartment,"10,379,763 EGP",Fully Finished Apartment with Open Nature View 12Y,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",3,4, 162 sqm
Apartment,"5,500,000 EGP",Apartment with Roof Ready to move,"Kayan, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2,1, 90 sqm
Apartment,"9,450,000 EGP",Apartment with Garden for sale in Taj Sultan,"Tag Sultan, Ring Road, Cairo",3,2, 143 sqm
Apartment,"11,251,600 EGP",Apartment with garden for sale in 90 Avenue,"90 Avenue, South Investors Area, New Cairo City, Cairo",2,2, 104 sqm
Apartment,"4,600,000 EGP",130 meter fully finished apartment in Gana october,"Jannat October, 6 October Compounds, 6 October City, Giza",3,2, 130 sqm
Twin House,Ask for price,Twinhouse for Sale in El Patio Oro directly o,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,4, 295 sqm
Duplex,"7,000,000 EGP",Duplex in Hadayek El Mohandeseen –Sheikh Zayed,"Hadayek Al Mohandessin, 4th District, Sheikh Zayed City, Giza",3,2, 180 sqm
Apartment,"7,480,000 EGP",Finished APT With ACs + Kitchen Lowest Price _ RTM,"Shalya Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2, 115 sqm
Twin House,"49,000,000 EGP",With Lowest Price Prime Twinhouse Fully Finished,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4,5, 450 sqm
Villa,"34,000,000 EGP","Twin house , High Ceiling , Vast Greenery , 5% DP","District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,6, 320 sqm
Apartment,"3,000,000 EGP",160 sqm Apartment for Sale in Lavida Compound,"La Vida, 6th District, New Heliopolis, Cairo",3,2, 160 sqm
Villa,"43,497,992 EGP",Standalone for sale City Gate view land scape,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,5, 303 sqm
Apartment,"3,756,000 EGP",Apartment for Sale in Fifth Settlement,"Al Andalus Buildings, Al Andalus District, New Cairo City, Cairo",3,2, 217 sqm
Apartment,"2,600,000 EGP",شقه استلام فورى 144م باقل سعر فى دجلة لاندمارك,"Degla Landmark, Nasr City Compounds, Nasr City, Cairo",3,3, 144 sqm
Apartment,"7,300,000 EGP",108M apartment in New Zayed Dejoya installment,"DeJoya Residence, New Zayed City, Sheikh Zayed City, Giza",2,2, 108 sqm
Apartment,"1,850,000 EGP",Apartment At Launch Price in HAVA R8 Over 14 Years,"La Verde Casette, New Capital Compounds, New Capital City, Cairo",1,1, 48 sqm
Chalet,"9,000,000 EGP",Ground chalet kai Ain elsokhna fully finished,"Kai Sokhna, Al Ain Al Sokhna, Suez",3,2, 150 sqm
Apartment,"6,000,000 EGP",Apartment/sale/prime location/Garden Hills,"Garden Hills, Northern Expansions, 6 October City, Giza",3,3, 200 sqm
Apartment,"3,800,000 EGP",Apartment for sale in Arabia New Cairo lowest prc,"Arabeya, South Investors Area, New Cairo City, Cairo",2,1, 120 sqm
Apartment,"5,390,000 EGP",RESALE Apartment With Lowest Price _ Ready To Move,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3, 156 sqm
Apartment,"6,700,000 EGP",Apartment 3 Bedrooms Fully Finished Prime Location,"Privado, Madinaty, Cairo",3,2, 135 sqm
Apartment,"12,540,000 EGP",5%DP OWN Apartment with garden With Credit 10 Y.,"El Patio Vida, The 6th Settlement, New Cairo City, Cairo",3,3, 168 sqm
Twin House,"15,000,000 EGP",Best Price Twin House 3BRs AT Very Prime Location,"Alma, 2nd District, Sheikh Zayed City, Giza",3,4, 238 sqm
Apartment,"12,347,225 EGP",Apartment For Sale In Sahl Hasheesh over 8 Years,"il Bayou, Sahl Hasheesh, Hurghada, Red Sea",2,2, 113 sqm
Penthouse,"10,800,000 EGP",Penthouse fully furnished amawj north coast,"Amwaj, Sidi Abdel Rahman, North Coast",3,2, 167 sqm
Villa,"50,000,000 EGP",Fully furnished Villa for Sale in Azha Sokhna,"Azha, Al Ain Al Sokhna, Suez",4,6, 318 sqm
Apartment,"15,000,000 EGP",Rooftop apartment for sale in West Golf Extension,"West Golf Extension, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3,3, 375 sqm
Apartment,"7,700,000 EGP","Apartment for Sale – 5th District, New Cairo","Street 17, District 5, The 5th Settlement, New Cairo City, Cairo",3,2, 250 sqm
Apartment,"4,200,000 EGP",Apartment ready to move fully finished -sarai,"S1, Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,2, 125 sqm
Apartment,"9,926,240 EGP",Apt for sale Lake View Residence2 prime location,"Lake View Residence 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2, 143 sqm
Chalet,"10,000,000 EGP",Senior chalet for sale in Azha - Direct on Lagoon,"Azha North, Ras Al Hekma, North Coast",3,3, 141 sqm
Villa,"37,000,000 EGP",Resale villa for immediate occupancy in Swan Lake,"Swan Lake Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4, 298 sqm
Villa,"134,000,000 EGP",VILLA 1500M SALE IN SWAN LAKE | PRIME LOCATION,"Swan Lake Katameya, The 1st Settlement, New Cairo City, Cairo",6,7," 1,500 sqm"
Apartment,"10,710,000 EGP",131m Fully finished aprt Dejoya New zayed 10%Dp,"DeJoya Residence, New Zayed City, Sheikh Zayed City, Giza",3,2, 131 sqm
Apartment,"3,000,000 EGP",Apartment For Sale in Rayhana Avenue - Maadi,"Rayhanah Avenue, Zahraa El Maadi, Hay El Maadi, Cairo",1,1, 82 sqm
Townhouse,"39,800,000 EGP",own townhouse prime loc. With Installments over 7Y,"El Patio Town, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4, 245 sqm
Apartment,"1,950,000 EGP",شقه 85 متر في اميز مشروع علي دائري المعادي,"Katameya Gate, El Katameya Compounds, El Katameya, New Cairo City, Cairo",2,1, 85 sqm
Villa,Ask for price,First row golf One story villa for sale at Forty4,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",6,6, 925 sqm
Apartment,"8,500,000 EGP",Apartment for Sale – New Cairo (Next to AUC),"American University Housing District, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2, 200 sqm
Apartment,"2,150,000 EGP",شقه 122م فى قطاميه جيت استلام سنه,"Katameya Gate, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3,2, 122 sqm
Apartment,"13,195,000 EGP","Apartment For Sale in Bluetree Compound, New Cairo","Bluetree Compound, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3, 240 sqm
Apartment,"14,350,000 EGP",Lowest Price Resale APT Fully Finished With ACs,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",2,2, 157 sqm
Apartment,"4,600,000 EGP",شقة روعة تشطيبات خاصة سوبر لوكس للبيع في مدينتي b7,"Madinaty, Cairo",2,1, 82 sqm
Apartment,"5,500,000 EGP",شقة روعة تشطيبات خاصة للبيع في مدينتي علي جاردن b7,"Madinaty, Cairo",2,2, 96 sqm
Apartment,"1,350,000 EGP",استوديو وجهه فيو على شارع بالجراج فى قطاميه جيت,"Katameya Gate, El Katameya Compounds, El Katameya, New Cairo City, Cairo",1,1, 56 sqm
Villa,"37,000,000 EGP",Resale villa  for sale in SwanLake Residences,"Swan Lake Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4, 298 sqm
Apartment,"6,200,000 EGP",شقة للتمليك في مدينتي  علي جاردن ارضي بحديقه  خاصة,"Madinaty, Cairo",3,2, 103 sqm
Apartment,"4,500,000 EGP",Panoramic Apartment 195m² on Hassan Al-Ma&#39;moun Str,"Hassan Ma'moon St., 6th Zone, Nasr City, Cairo",3,2, 195 sqm
Apartment,"16,500,000 EGP",Apartment for Sale – Direct Nile View | Maadi,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",4,5, 350 sqm
Apartment,"2,250,000 EGP",شقه للبيع ريسيل للبيع ف قطامية جيت ع دائري المعادي,"Katameya Gate, El Katameya Compounds, El Katameya, New Cairo City, Cairo",2,2, 107 sqm
Townhouse,"22,000,000 EGP",Townhouse Resale Ready To Move At The Best Locatio,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",3,3, 305 sqm
Apartment,"8,500,000 EGP",شقة للبيع سابا باشا (ابن مرزوق) 280 م,"Ibn Marzouk St., Saba Basha, Hay Sharq, Alexandria",3,3, 280 sqm
Apartment,"6,000,000 EGP",171m Fully finished aprt Opra city sheikh zayed,"Opera City, 6th District, Sheikh Zayed City, Giza",3,3, 171 sqm
Hotel Apartment,"70,000,000 EGP",Nile View Aparyment Return 200$/Day VIP Service,"Hilton Cairo Nile Maadi, Athar El Nabi, Hay Masr El Kadima, Cairo",6,6, 430 sqm
Villa,"57,500,000 EGP",Lowest Price Standalone Resale ready to move,"Swan Lake Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4, 542 sqm
Apartment,"5,800,000 EGP",شقه مميزه جدا للبيع كاش فى مدينتى B11 مساحة 116م,"Privado, Madinaty, Cairo",3,2, 116 sqm
Apartment,"6,050,000 EGP",74M apartment in New Zayed Dejoya installment,"DeJoya Residence, New Zayed City, Sheikh Zayed City, Giza",1,1, 74 sqm
Apartment,"1,326,000 EGP",بمقدم 200 الف شقة في كمبوند جرين فيو حمام سباحة,"4th District, Badr City, Cairo",2,1, 102 sqm
Apartment,"10,000,000 EGP",شقه لقطه ببرج فخم شارع جامعه الدول العربيه الرئيس,"Gameat Al Dewal Al Arabeya St., Mohandessin, Giza",3,2, 200 sqm
Apartment,"9,500,000 EGP",شقة للبيع ٣ غرف الترا سوبر لوكس بمحي الدين الدقي,"Mohi Al Din Abou El Ezz St., Dokki, Giza",3,3, 195 sqm
Twin House,"48,000,000 EGP",Own twin house with installments 7 Years LOWEST DP,"El Patio Town, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4, 274 sqm
Apartment,"3,610,000 EGP",الاولي العقارية(كومبند اوري)شقة95م 10%مقدم وبتقسيط,"Rivers, New Zayed City, Sheikh Zayed City, Giza",2,2, 95 sqm
Duplex,"9,000,000 EGP",Ground garden duplex for sale Taj City ready deal,"Elan Sarai, Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,3, 20 sqm
Duplex,"9,000,000 EGP",Ground garden duplex for sale Taj City ready deal,"Shalya Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3, 20 sqm
Duplex,"9,000,000 EGP",Ready to Move Park Villa Under Market Price iCity,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3, 245 sqm
Duplex,"9,000,000 EGP",Ground garden duplex for sale Taj City ready deal,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3, 20 sqm
Villa,"27,000,000 EGP",Under market price villa for sale in La Vista City,"La Vista City, New Capital Compounds, New Capital City, Cairo",4,3, 300 sqm
Villa,"220,000,000 EGP","Fully Finished Villa Direct on Nile , Instalments","Jirian, New Zayed City, Sheikh Zayed City, Giza",7, 7+," 1,000 sqm"
Apartment,"6,183,750 EGP",Apartment for Sale in Fifth Settlement - Palm East,"Palm East, South Investors Area, New Cairo City, Cairo",2,1, 97 sqm
